sample: 0, mc_sample: 15, mean reward: 26.907, std reward: 3.722
sample: 1, mc_sample: 15, mean reward: 26.69, std reward: 3.221
sample: 2, mc_sample: 15, mean reward: 21.185, std reward: 3.444
sample: 3, mc_sample: 15, mean reward: 29.633, std reward: 4.29
sample: 4, mc_sample: 15, mean reward: 36.518, std reward: 2.629
sample: 5, mc_sample: 15, mean reward: 14.114, std reward: 1.96
sample: 6, mc_sample: 15, mean reward: 16.177, std reward: 1.973
sample: 7, mc_sample: 15, mean reward: 26.65, std reward: 3.251
sample: 8, mc_sample: 15, mean reward: 28.934, std reward: 2.906
sample: 9, mc_sample: 15, mean reward: 31.379, std reward: 4.371
sample: 10, mc_sample: 15, mean reward: 28.298, std reward: 3.004
sample: 11, mc_sample: 15, mean reward: 27.832, std reward: 4.824
sample: 12, mc_sample: 15, mean reward: 24.306, std reward: 1.674
sample: 13, mc_sample: 15, mean reward: 20.584, std reward: 3.135
sample: 14, mc_sample: 15, mean reward: 39.494, std reward: 4.653
sample: 15, mc_sample: 15, mean reward: 32.913, std reward: 3.17
sample: 16, mc_sample: 15, mean reward: 36.678, std reward: 5.136
sample: 17, mc_sample: 15, mean reward: 28.212, std reward: 2.958
sample: 18, mc_sample: 15, mean reward: 30.076, std reward: 4.29
sample: 19, mc_sample: 15, mean reward: 30.235, std reward: 4.61
sample: 20, mc_sample: 15, mean reward: 28.851, std reward: 2.526
sample: 21, mc_sample: 15, mean reward: 31.488, std reward: 3.33
sample: 22, mc_sample: 15, mean reward: 33.363, std reward: 3.796
sample: 23, mc_sample: 15, mean reward: 37.418, std reward: 3.224
sample: 24, mc_sample: 15, mean reward: 32.86, std reward: 3.78
sample: 25, mc_sample: 15, mean reward: 34.798, std reward: 5.004
sample: 26, mc_sample: 15, mean reward: 40.584, std reward: 5.436
sample: 27, mc_sample: 15, mean reward: 38.63, std reward: 4.271
sample: 28, mc_sample: 15, mean reward: 31.712, std reward: 2.574
sample: 29, mc_sample: 15, mean reward: 41.312, std reward: 4.03
sample: 30, mc_sample: 15, mean reward: 31.752, std reward: 3.333
sample: 31, mc_sample: 15, mean reward: 34.946, std reward: 5.92
sample: 32, mc_sample: 15, mean reward: 33.335, std reward: 5.513
sample: 33, mc_sample: 15, mean reward: 36.769, std reward: 4.177
sample: 34, mc_sample: 15, mean reward: 33.078, std reward: 5.314
sample: 35, mc_sample: 15, mean reward: 37.209, std reward: 5.116
sample: 36, mc_sample: 15, mean reward: 38.262, std reward: 4.786
sample: 37, mc_sample: 15, mean reward: 27.812, std reward: 2.222
sample: 38, mc_sample: 15, mean reward: 28.009, std reward: 5.693
sample: 39, mc_sample: 15, mean reward: 41.16, std reward: 4.394
