sample: 0, mc_sample: 10, mean reward: 21.608, std reward: 3.012
sample: 1, mc_sample: 10, mean reward: 29.468, std reward: 1.817
sample: 2, mc_sample: 10, mean reward: 25.458, std reward: 2.602
sample: 3, mc_sample: 10, mean reward: 31.165, std reward: 3.79
sample: 4, mc_sample: 10, mean reward: 28.717, std reward: 3.085
sample: 5, mc_sample: 10, mean reward: 38.402, std reward: 4.901
sample: 6, mc_sample: 10, mean reward: 21.369, std reward: 3.206
sample: 7, mc_sample: 10, mean reward: 16.776, std reward: 1.954
sample: 8, mc_sample: 10, mean reward: 29.21, std reward: 2.766
sample: 9, mc_sample: 10, mean reward: 41.464, std reward: 4.097
sample: 10, mc_sample: 10, mean reward: 20.632, std reward: 1.704
sample: 11, mc_sample: 10, mean reward: 25.317, std reward: 3.397
sample: 12, mc_sample: 10, mean reward: 38.671, std reward: 4.834
sample: 13, mc_sample: 10, mean reward: 26.495, std reward: 4.678
sample: 14, mc_sample: 10, mean reward: 27.626, std reward: 2.942
sample: 15, mc_sample: 10, mean reward: 31.406, std reward: 3.588
sample: 16, mc_sample: 10, mean reward: 32.785, std reward: 4.798
sample: 17, mc_sample: 10, mean reward: 33.172, std reward: 3.738
sample: 18, mc_sample: 10, mean reward: 28.468, std reward: 3.201
sample: 19, mc_sample: 10, mean reward: 34.955, std reward: 3.27
sample: 20, mc_sample: 10, mean reward: 18.56, std reward: 2.295
sample: 21, mc_sample: 10, mean reward: 22.243, std reward: 2.957
sample: 22, mc_sample: 10, mean reward: 31.482, std reward: 3.914
sample: 23, mc_sample: 10, mean reward: 32.256, std reward: 3.562
sample: 24, mc_sample: 10, mean reward: 36.982, std reward: 4.013
sample: 25, mc_sample: 10, mean reward: 33.349, std reward: 4.797
sample: 26, mc_sample: 10, mean reward: 34.742, std reward: 3.162
sample: 27, mc_sample: 10, mean reward: 41.455, std reward: 3.331
sample: 28, mc_sample: 10, mean reward: 39.269, std reward: 5.267
sample: 29, mc_sample: 10, mean reward: 26.675, std reward: 1.906
sample: 30, mc_sample: 10, mean reward: 29.267, std reward: 2.982
sample: 31, mc_sample: 10, mean reward: 32.75, std reward: 4.123
sample: 32, mc_sample: 10, mean reward: 27.267, std reward: 3.691
sample: 33, mc_sample: 10, mean reward: 27.496, std reward: 3.6
sample: 34, mc_sample: 10, mean reward: 30.97, std reward: 3.072
sample: 35, mc_sample: 10, mean reward: 36.723, std reward: 3.558
sample: 36, mc_sample: 10, mean reward: 28.297, std reward: 3.7
sample: 37, mc_sample: 10, mean reward: 33.973, std reward: 3.37
sample: 38, mc_sample: 10, mean reward: 29.473, std reward: 2.629
sample: 39, mc_sample: 10, mean reward: 21.607, std reward: 4.166
sample: 40, mc_sample: 10, mean reward: 35.17, std reward: 2.029
sample: 41, mc_sample: 10, mean reward: 21.035, std reward: 2.458
sample: 42, mc_sample: 10, mean reward: 26.816, std reward: 2.645
sample: 43, mc_sample: 10, mean reward: 32.31, std reward: 6.312
sample: 44, mc_sample: 10, mean reward: 30.503, std reward: 4.494
sample: 45, mc_sample: 10, mean reward: 30.586, std reward: 2.022
sample: 46, mc_sample: 10, mean reward: 34.051, std reward: 2.178
sample: 47, mc_sample: 10, mean reward: 33.325, std reward: 2.523
sample: 48, mc_sample: 10, mean reward: 16.656, std reward: 3.292
sample: 49, mc_sample: 10, mean reward: 27.277, std reward: 3.937
sample: 50, mc_sample: 10, mean reward: 27.494, std reward: 4.274
sample: 51, mc_sample: 10, mean reward: 38.972, std reward: 5.278
sample: 52, mc_sample: 10, mean reward: 27.853, std reward: 2.009
sample: 53, mc_sample: 10, mean reward: 23.029, std reward: 2.199
sample: 54, mc_sample: 10, mean reward: 36.371, std reward: 4.819
sample: 55, mc_sample: 10, mean reward: 16.212, std reward: 2.168
sample: 56, mc_sample: 10, mean reward: 32.558, std reward: 4.682
sample: 57, mc_sample: 10, mean reward: 22.988, std reward: 4.641
sample: 58, mc_sample: 10, mean reward: 35.363, std reward: 2.879
sample: 59, mc_sample: 10, mean reward: 40.856, std reward: 5.469
sample: 60, mc_sample: 10, mean reward: 38.395, std reward: 4.977
sample: 61, mc_sample: 10, mean reward: 28.969, std reward: 4.145
sample: 62, mc_sample: 10, mean reward: 34.011, std reward: 6.018
sample: 63, mc_sample: 10, mean reward: 33.53, std reward: 3.066
sample: 64, mc_sample: 10, mean reward: 18.314, std reward: 3.798
sample: 65, mc_sample: 10, mean reward: 34.735, std reward: 5.315
sample: 66, mc_sample: 10, mean reward: 41.55, std reward: 3.658
sample: 67, mc_sample: 10, mean reward: 24.909, std reward: 2.088
sample: 68, mc_sample: 10, mean reward: 36.087, std reward: 3.106
sample: 69, mc_sample: 10, mean reward: 29.939, std reward: 3.658
sample: 70, mc_sample: 10, mean reward: 31.866, std reward: 2.366
sample: 71, mc_sample: 10, mean reward: 30.137, std reward: 2.354
sample: 72, mc_sample: 10, mean reward: 38.165, std reward: 3.731
sample: 73, mc_sample: 10, mean reward: 41.775, std reward: 3.695
sample: 74, mc_sample: 10, mean reward: 25.527, std reward: 1.824
sample: 75, mc_sample: 10, mean reward: 30.332, std reward: 2.802
sample: 76, mc_sample: 10, mean reward: 41.564, std reward: 3.395
sample: 77, mc_sample: 10, mean reward: 25.493, std reward: 1.862
sample: 78, mc_sample: 10, mean reward: 36.405, std reward: 5.148
sample: 79, mc_sample: 10, mean reward: 44.842, std reward: 4.638
sample: 80, mc_sample: 10, mean reward: 25.414, std reward: 3.651
sample: 81, mc_sample: 10, mean reward: 25.436, std reward: 3.476
sample: 82, mc_sample: 10, mean reward: 45.296, std reward: 6.221
sample: 83, mc_sample: 10, mean reward: 31.02, std reward: 3.386
sample: 84, mc_sample: 10, mean reward: 34.133, std reward: 3.249
sample: 85, mc_sample: 10, mean reward: 30.087, std reward: 4.243
sample: 86, mc_sample: 10, mean reward: 37.313, std reward: 3.661
sample: 87, mc_sample: 10, mean reward: 36.376, std reward: 5.649
sample: 88, mc_sample: 10, mean reward: 19.032, std reward: 4.276
sample: 89, mc_sample: 10, mean reward: 24.448, std reward: 3.467
sample: 90, mc_sample: 10, mean reward: 28.944, std reward: 2.375
sample: 91, mc_sample: 10, mean reward: 37.644, std reward: 3.164
sample: 92, mc_sample: 10, mean reward: 35.049, std reward: 3.206
sample: 93, mc_sample: 10, mean reward: 27.641, std reward: 2.415
sample: 94, mc_sample: 10, mean reward: 41.62, std reward: 3.71
sample: 95, mc_sample: 10, mean reward: 31.243, std reward: 4.001
sample: 96, mc_sample: 10, mean reward: 28.323, std reward: 1.819
sample: 97, mc_sample: 10, mean reward: 33.031, std reward: 3.923
sample: 98, mc_sample: 10, mean reward: 36.161, std reward: 3.189
sample: 99, mc_sample: 10, mean reward: 35.877, std reward: 2.716
sample: 100, mc_sample: 10, mean reward: 34.552, std reward: 5.554
sample: 101, mc_sample: 10, mean reward: 39.559, std reward: 4.212
sample: 102, mc_sample: 10, mean reward: 36.434, std reward: 3.463
sample: 103, mc_sample: 10, mean reward: 32.679, std reward: 3.72
sample: 104, mc_sample: 10, mean reward: 26.571, std reward: 5.785
sample: 105, mc_sample: 10, mean reward: 34.962, std reward: 6.712
