sample: 0, mc_sample: 10, mean reward: 25.109, std reward: 5.259
sample: 1, mc_sample: 10, mean reward: 41.823, std reward: 3.657
sample: 2, mc_sample: 10, mean reward: 31.088, std reward: 3.619
sample: 3, mc_sample: 10, mean reward: 35.767, std reward: 5.095
sample: 4, mc_sample: 10, mean reward: 34.916, std reward: 4.572
sample: 5, mc_sample: 10, mean reward: 29.314, std reward: 3.332
sample: 6, mc_sample: 10, mean reward: 42.845, std reward: 4.33
sample: 7, mc_sample: 10, mean reward: 21.557, std reward: 1.017
sample: 8, mc_sample: 10, mean reward: 28.231, std reward: 4.293
sample: 9, mc_sample: 10, mean reward: 33.04, std reward: 3.152
sample: 10, mc_sample: 10, mean reward: 39.608, std reward: 2.199
sample: 11, mc_sample: 10, mean reward: 27.489, std reward: 3.933
sample: 12, mc_sample: 10, mean reward: 40.851, std reward: 4.588
sample: 13, mc_sample: 10, mean reward: 41.86, std reward: 3.852
sample: 14, mc_sample: 10, mean reward: 30.406, std reward: 2.638
sample: 15, mc_sample: 10, mean reward: 36.128, std reward: 3.841
sample: 16, mc_sample: 10, mean reward: 23.76, std reward: 2.271
sample: 17, mc_sample: 10, mean reward: 15.574, std reward: 1.586
sample: 18, mc_sample: 10, mean reward: 38.709, std reward: 5.383
sample: 19, mc_sample: 10, mean reward: 32.438, std reward: 4.64
sample: 20, mc_sample: 10, mean reward: 26.918, std reward: 3.943
sample: 21, mc_sample: 10, mean reward: 20.053, std reward: 2.696
sample: 22, mc_sample: 10, mean reward: 34.614, std reward: 4.855
sample: 23, mc_sample: 10, mean reward: 34.465, std reward: 4.491
sample: 24, mc_sample: 10, mean reward: 26.048, std reward: 2.068
sample: 25, mc_sample: 10, mean reward: 26.873, std reward: 4.096
sample: 26, mc_sample: 10, mean reward: 27.5, std reward: 4.057
sample: 27, mc_sample: 10, mean reward: 33.214, std reward: 4.582
sample: 28, mc_sample: 10, mean reward: 37.058, std reward: 5.295
sample: 29, mc_sample: 10, mean reward: 34.173, std reward: 3.921
sample: 30, mc_sample: 10, mean reward: 32.661, std reward: 3.547
sample: 31, mc_sample: 10, mean reward: 34.996, std reward: 3.475
sample: 32, mc_sample: 10, mean reward: 19.805, std reward: 2.954
sample: 33, mc_sample: 10, mean reward: 30.636, std reward: 4.846
sample: 34, mc_sample: 10, mean reward: 40.588, std reward: 6.314
sample: 35, mc_sample: 10, mean reward: 26.05, std reward: 2.805
sample: 36, mc_sample: 10, mean reward: 35.594, std reward: 3.229
sample: 37, mc_sample: 10, mean reward: 34.426, std reward: 6.808
sample: 38, mc_sample: 10, mean reward: 26.739, std reward: 3.321
sample: 39, mc_sample: 10, mean reward: 35.298, std reward: 4.758
sample: 40, mc_sample: 10, mean reward: 26.056, std reward: 2.755
sample: 41, mc_sample: 10, mean reward: 30.764, std reward: 3.994
sample: 42, mc_sample: 10, mean reward: 27.723, std reward: 3.543
sample: 43, mc_sample: 10, mean reward: 35.295, std reward: 2.629
sample: 44, mc_sample: 10, mean reward: 33.123, std reward: 4.59
sample: 45, mc_sample: 10, mean reward: 32.867, std reward: 4.558
sample: 46, mc_sample: 10, mean reward: 37.574, std reward: 3.64
sample: 47, mc_sample: 10, mean reward: 30.875, std reward: 4.94
sample: 48, mc_sample: 10, mean reward: 21.596, std reward: 4.028
sample: 49, mc_sample: 10, mean reward: 34.824, std reward: 4.019
sample: 50, mc_sample: 10, mean reward: 33.101, std reward: 4.052
sample: 51, mc_sample: 10, mean reward: 24.222, std reward: 3.931
sample: 52, mc_sample: 10, mean reward: 27.214, std reward: 2.426
sample: 53, mc_sample: 10, mean reward: 31.333, std reward: 5.238
sample: 54, mc_sample: 10, mean reward: 29.075, std reward: 6.123
sample: 55, mc_sample: 10, mean reward: 36.482, std reward: 4.023
sample: 56, mc_sample: 10, mean reward: 36.879, std reward: 3.989
sample: 57, mc_sample: 10, mean reward: 25.118, std reward: 3.793
sample: 58, mc_sample: 10, mean reward: 28.584, std reward: 3.399
sample: 59, mc_sample: 10, mean reward: 27.488, std reward: 3.632
sample: 60, mc_sample: 10, mean reward: 33.43, std reward: 3.666
sample: 61, mc_sample: 10, mean reward: 32.736, std reward: 4.09
sample: 62, mc_sample: 10, mean reward: 31.204, std reward: 3.991
sample: 63, mc_sample: 10, mean reward: 34.157, std reward: 4.9
sample: 64, mc_sample: 10, mean reward: 29.317, std reward: 2.96
sample: 65, mc_sample: 10, mean reward: 28.527, std reward: 4.501
sample: 66, mc_sample: 10, mean reward: 34.919, std reward: 4.335
sample: 67, mc_sample: 10, mean reward: 36.882, std reward: 4.813
sample: 68, mc_sample: 10, mean reward: 25.112, std reward: 4.123
sample: 69, mc_sample: 10, mean reward: 40.256, std reward: 3.519
sample: 70, mc_sample: 10, mean reward: 30.959, std reward: 5.216
sample: 71, mc_sample: 10, mean reward: 39.868, std reward: 5.486
sample: 72, mc_sample: 10, mean reward: 36.879, std reward: 3.375
sample: 73, mc_sample: 10, mean reward: 26.438, std reward: 2.71
sample: 74, mc_sample: 10, mean reward: 18.696, std reward: 4.311
sample: 75, mc_sample: 10, mean reward: 39.575, std reward: 3.922
sample: 76, mc_sample: 10, mean reward: 24.157, std reward: 3.595
sample: 77, mc_sample: 10, mean reward: 29.383, std reward: 3.202
sample: 78, mc_sample: 10, mean reward: 24.549, std reward: 4.29
sample: 79, mc_sample: 10, mean reward: 42.117, std reward: 4.841
sample: 80, mc_sample: 10, mean reward: 34.385, std reward: 3.411
sample: 81, mc_sample: 10, mean reward: 34.207, std reward: 5.362
sample: 82, mc_sample: 10, mean reward: 29.646, std reward: 3.761
sample: 83, mc_sample: 10, mean reward: 37.274, std reward: 3.078
sample: 84, mc_sample: 10, mean reward: 28.347, std reward: 3.808
sample: 85, mc_sample: 10, mean reward: 32.676, std reward: 5.363
sample: 86, mc_sample: 10, mean reward: 34.818, std reward: 3.338
sample: 87, mc_sample: 10, mean reward: 35.417, std reward: 5.183
sample: 88, mc_sample: 10, mean reward: 29.346, std reward: 3.585
sample: 89, mc_sample: 10, mean reward: 34.913, std reward: 3.709
sample: 90, mc_sample: 10, mean reward: 30.138, std reward: 5.098
