sample: 0, mc_sample: 50, mean reward: 14.962, std reward: 2.061
sample: 1, mc_sample: 50, mean reward: 23.553, std reward: 2.743
sample: 2, mc_sample: 50, mean reward: 36.144, std reward: 3.404
sample: 3, mc_sample: 50, mean reward: 30.249, std reward: 4.025
sample: 4, mc_sample: 50, mean reward: 33.432, std reward: 4.754
sample: 5, mc_sample: 50, mean reward: 27.489, std reward: 3.907
sample: 6, mc_sample: 50, mean reward: 31.039, std reward: 3.499
sample: 7, mc_sample: 50, mean reward: 26.397, std reward: 3.829
sample: 8, mc_sample: 50, mean reward: 22.53, std reward: 3.253
sample: 9, mc_sample: 50, mean reward: 35.062, std reward: 4.247
sample: 10, mc_sample: 50, mean reward: 29.657, std reward: 4.383
sample: 11, mc_sample: 50, mean reward: 33.333, std reward: 3.848
sample: 12, mc_sample: 50, mean reward: 17.921, std reward: 2.942
sample: 13, mc_sample: 50, mean reward: 35.889, std reward: 4.048
sample: 14, mc_sample: 50, mean reward: 35.177, std reward: 4.814
sample: 15, mc_sample: 50, mean reward: 36.441, std reward: 3.731
sample: 16, mc_sample: 50, mean reward: 23.763, std reward: 3.737
sample: 17, mc_sample: 50, mean reward: 33.023, std reward: 3.656
sample: 18, mc_sample: 50, mean reward: 39.702, std reward: 3.607
sample: 19, mc_sample: 50, mean reward: 31.701, std reward: 4.658
sample: 20, mc_sample: 50, mean reward: 25.615, std reward: 2.846
sample: 21, mc_sample: 50, mean reward: 31.907, std reward: 5.136
sample: 22, mc_sample: 50, mean reward: 25.858, std reward: 3.346
sample: 23, mc_sample: 50, mean reward: 26.841, std reward: 2.988
sample: 24, mc_sample: 50, mean reward: 25.612, std reward: 3.595
sample: 25, mc_sample: 50, mean reward: 30.752, std reward: 3.529
sample: 26, mc_sample: 50, mean reward: 31.089, std reward: 3.855
sample: 27, mc_sample: 50, mean reward: 26.659, std reward: 3.593
sample: 28, mc_sample: 50, mean reward: 25.753, std reward: 3.383
sample: 29, mc_sample: 50, mean reward: 15.531, std reward: 2.636
sample: 30, mc_sample: 50, mean reward: 22.52, std reward: 3.415
sample: 31, mc_sample: 50, mean reward: 41.365, std reward: 4.392
sample: 32, mc_sample: 50, mean reward: 18.089, std reward: 2.851
sample: 33, mc_sample: 50, mean reward: 23.807, std reward: 2.519
sample: 34, mc_sample: 50, mean reward: 27.261, std reward: 2.803
sample: 35, mc_sample: 50, mean reward: 23.949, std reward: 4.433
sample: 36, mc_sample: 50, mean reward: 36.384, std reward: 4.38
sample: 37, mc_sample: 50, mean reward: 20.06, std reward: 3.026
sample: 38, mc_sample: 50, mean reward: 31.484, std reward: 4.102
sample: 39, mc_sample: 50, mean reward: 15.741, std reward: 2.295
sample: 40, mc_sample: 50, mean reward: 24.834, std reward: 2.957
sample: 41, mc_sample: 50, mean reward: 35.416, std reward: 4.152
sample: 42, mc_sample: 50, mean reward: 33.893, std reward: 3.613
sample: 43, mc_sample: 50, mean reward: 19.845, std reward: 2.352
sample: 44, mc_sample: 50, mean reward: 30.834, std reward: 3.932
sample: 45, mc_sample: 50, mean reward: 30.198, std reward: 3.77
sample: 46, mc_sample: 50, mean reward: 31.123, std reward: 3.875
sample: 47, mc_sample: 50, mean reward: 20.938, std reward: 2.826
sample: 48, mc_sample: 50, mean reward: 23.31, std reward: 2.467
sample: 49, mc_sample: 50, mean reward: 23.207, std reward: 2.675
sample: 50, mc_sample: 50, mean reward: 34.228, std reward: 4.129
sample: 51, mc_sample: 50, mean reward: 25.579, std reward: 3.565
sample: 52, mc_sample: 50, mean reward: 32.065, std reward: 4.183
sample: 53, mc_sample: 50, mean reward: 26.717, std reward: 3.288
sample: 54, mc_sample: 50, mean reward: 22.148, std reward: 3.406
sample: 55, mc_sample: 50, mean reward: 31.244, std reward: 3.77
sample: 56, mc_sample: 50, mean reward: 38.346, std reward: 4.419
sample: 57, mc_sample: 50, mean reward: 39.076, std reward: 4.128
sample: 58, mc_sample: 50, mean reward: 35.492, std reward: 3.702
sample: 59, mc_sample: 50, mean reward: 30.234, std reward: 4.032
sample: 60, mc_sample: 50, mean reward: 24.868, std reward: 3.928
sample: 61, mc_sample: 50, mean reward: 28.562, std reward: 4.147
sample: 62, mc_sample: 50, mean reward: 34.481, std reward: 5.078
sample: 63, mc_sample: 50, mean reward: 24.959, std reward: 3.847
sample: 64, mc_sample: 50, mean reward: 26.269, std reward: 3.628
sample: 65, mc_sample: 50, mean reward: 39.627, std reward: 4.561
sample: 66, mc_sample: 50, mean reward: 28.519, std reward: 4.48
sample: 67, mc_sample: 50, mean reward: 38.978, std reward: 4.893
sample: 68, mc_sample: 50, mean reward: 32.639, std reward: 4.137
sample: 69, mc_sample: 50, mean reward: 30.029, std reward: 3.756
sample: 70, mc_sample: 50, mean reward: 37.241, std reward: 4.989
sample: 71, mc_sample: 50, mean reward: 29.363, std reward: 3.501
sample: 72, mc_sample: 50, mean reward: 38.733, std reward: 4.796
sample: 73, mc_sample: 50, mean reward: 31.084, std reward: 3.947
sample: 74, mc_sample: 50, mean reward: 15.141, std reward: 2.272
sample: 75, mc_sample: 50, mean reward: 27.092, std reward: 3.329
sample: 76, mc_sample: 50, mean reward: 35.38, std reward: 3.532
sample: 77, mc_sample: 50, mean reward: 27.313, std reward: 3.472
sample: 78, mc_sample: 50, mean reward: 24.288, std reward: 2.798
sample: 79, mc_sample: 50, mean reward: 31.987, std reward: 3.766
sample: 80, mc_sample: 50, mean reward: 33.524, std reward: 3.556
sample: 81, mc_sample: 50, mean reward: 25.158, std reward: 2.724
sample: 82, mc_sample: 50, mean reward: 24.477, std reward: 4.279
sample: 83, mc_sample: 50, mean reward: 28.59, std reward: 3.43
sample: 84, mc_sample: 50, mean reward: 31.693, std reward: 3.959
sample: 85, mc_sample: 50, mean reward: 36.821, std reward: 4.815
sample: 86, mc_sample: 50, mean reward: 30.579, std reward: 3.53
sample: 87, mc_sample: 50, mean reward: 31.166, std reward: 3.505
sample: 88, mc_sample: 50, mean reward: 34.703, std reward: 4.318
sample: 89, mc_sample: 50, mean reward: 23.719, std reward: 3.443
sample: 90, mc_sample: 50, mean reward: 31.892, std reward: 4.554
