sample: 0, mc_sample: 1, mean reward: 98.06, std reward: 0.0
sample: 1, mc_sample: 1, mean reward: 94.401, std reward: 0.0
sample: 2, mc_sample: 1, mean reward: 113.845, std reward: 0.0
sample: 3, mc_sample: 1, mean reward: 115.553, std reward: 0.0
sample: 4, mc_sample: 1, mean reward: 125.642, std reward: 0.0
sample: 5, mc_sample: 1, mean reward: 99.959, std reward: 0.0
sample: 6, mc_sample: 1, mean reward: 107.279, std reward: 0.0
sample: 7, mc_sample: 1, mean reward: 126.182, std reward: 0.0
sample: 8, mc_sample: 1, mean reward: 129.759, std reward: 0.0
sample: 9, mc_sample: 1, mean reward: 131.447, std reward: 0.0
sample: 10, mc_sample: 1, mean reward: 110.084, std reward: 0.0
sample: 11, mc_sample: 1, mean reward: 104.445, std reward: 0.0
sample: 12, mc_sample: 1, mean reward: 119.582, std reward: 0.0
sample: 13, mc_sample: 1, mean reward: 112.762, std reward: 0.0
sample: 14, mc_sample: 1, mean reward: 106.257, std reward: 0.0
sample: 15, mc_sample: 1, mean reward: 102.397, std reward: 0.0
sample: 16, mc_sample: 1, mean reward: 117.016, std reward: 0.0
sample: 17, mc_sample: 1, mean reward: 133.575, std reward: 0.0
sample: 18, mc_sample: 1, mean reward: 126.206, std reward: 0.0
sample: 19, mc_sample: 1, mean reward: 108.386, std reward: 0.0
sample: 20, mc_sample: 1, mean reward: 114.586, std reward: 0.0
sample: 21, mc_sample: 1, mean reward: 91.062, std reward: 0.0
sample: 22, mc_sample: 1, mean reward: 114.514, std reward: 0.0
sample: 23, mc_sample: 1, mean reward: 129.365, std reward: 0.0
sample: 24, mc_sample: 1, mean reward: 115.56, std reward: 0.0
sample: 25, mc_sample: 1, mean reward: 108.482, std reward: 0.0
sample: 26, mc_sample: 1, mean reward: 116.258, std reward: 0.0
sample: 27, mc_sample: 1, mean reward: 119.494, std reward: 0.0
sample: 28, mc_sample: 1, mean reward: 128.82, std reward: 0.0
sample: 29, mc_sample: 1, mean reward: 124.528, std reward: 0.0
sample: 30, mc_sample: 1, mean reward: 90.404, std reward: 0.0
sample: 31, mc_sample: 1, mean reward: 106.594, std reward: 0.0
sample: 32, mc_sample: 1, mean reward: 101.247, std reward: 0.0
sample: 33, mc_sample: 1, mean reward: 107.358, std reward: 0.0
sample: 34, mc_sample: 1, mean reward: 113.772, std reward: 0.0
sample: 35, mc_sample: 1, mean reward: 121.218, std reward: 0.0
sample: 36, mc_sample: 1, mean reward: 108.708, std reward: 0.0
sample: 37, mc_sample: 1, mean reward: 112.116, std reward: 0.0
sample: 38, mc_sample: 1, mean reward: 118.508, std reward: 0.0
sample: 39, mc_sample: 1, mean reward: 112.263, std reward: 0.0
sample: 40, mc_sample: 1, mean reward: 105.074, std reward: 0.0
sample: 41, mc_sample: 1, mean reward: 110.019, std reward: 0.0
sample: 42, mc_sample: 1, mean reward: 114.503, std reward: 0.0
sample: 43, mc_sample: 1, mean reward: 111.392, std reward: 0.0
sample: 44, mc_sample: 1, mean reward: 103.105, std reward: 0.0
sample: 45, mc_sample: 1, mean reward: 121.768, std reward: 0.0
sample: 46, mc_sample: 1, mean reward: 123.467, std reward: 0.0
sample: 47, mc_sample: 1, mean reward: 132.291, std reward: 0.0
sample: 48, mc_sample: 1, mean reward: 116.817, std reward: 0.0
sample: 49, mc_sample: 1, mean reward: 121.202, std reward: 0.0
sample: 50, mc_sample: 1, mean reward: 130.853, std reward: 0.0
sample: 51, mc_sample: 1, mean reward: 114.71, std reward: 0.0
sample: 52, mc_sample: 1, mean reward: 133.74, std reward: 0.0
sample: 53, mc_sample: 1, mean reward: 125.464, std reward: 0.0
sample: 54, mc_sample: 1, mean reward: 119.316, std reward: 0.0
sample: 55, mc_sample: 1, mean reward: 129.927, std reward: 0.0
sample: 56, mc_sample: 1, mean reward: 116.286, std reward: 0.0
sample: 57, mc_sample: 1, mean reward: 107.389, std reward: 0.0
sample: 58, mc_sample: 1, mean reward: 124.802, std reward: 0.0
sample: 59, mc_sample: 1, mean reward: 131.308, std reward: 0.0
sample: 60, mc_sample: 1, mean reward: 140.735, std reward: 0.0
sample: 61, mc_sample: 1, mean reward: 116.527, std reward: 0.0
sample: 62, mc_sample: 1, mean reward: 108.643, std reward: 0.0
sample: 63, mc_sample: 1, mean reward: 115.72, std reward: 0.0
sample: 64, mc_sample: 1, mean reward: 127.702, std reward: 0.0
