sample: 0, mc_sample: 500, total reward: 28.222
sample: 1, mc_sample: 500, total reward: 28.753
sample: 2, mc_sample: 500, total reward: 38.0
sample: 3, mc_sample: 500, total reward: 37.995
sample: 4, mc_sample: 500, total reward: 17.445
sample: 5, mc_sample: 500, total reward: 25.097
sample: 6, mc_sample: 500, total reward: 21.001
sample: 7, mc_sample: 500, total reward: 40.418
sample: 8, mc_sample: 500, total reward: 32.709
sample: 9, mc_sample: 500, total reward: 32.243
sample: 10, mc_sample: 500, total reward: 32.991
sample: 11, mc_sample: 500, total reward: 20.219
sample: 12, mc_sample: 500, total reward: 36.095
sample: 13, mc_sample: 500, total reward: 34.654
sample: 14, mc_sample: 500, total reward: 19.588
sample: 15, mc_sample: 500, total reward: 28.703
sample: 16, mc_sample: 500, total reward: 33.752
sample: 17, mc_sample: 500, total reward: 36.485
sample: 18, mc_sample: 500, total reward: 29.033
sample: 19, mc_sample: 500, total reward: 38.115
sample: 20, mc_sample: 500, total reward: 27.295
sample: 21, mc_sample: 500, total reward: 31.335
sample: 22, mc_sample: 500, total reward: 34.156
sample: 23, mc_sample: 500, total reward: 29.288
sample: 24, mc_sample: 500, total reward: 35.257
sample: 25, mc_sample: 500, total reward: 39.723
sample: 26, mc_sample: 500, total reward: 32.792
sample: 27, mc_sample: 500, total reward: 32.751
sample: 28, mc_sample: 500, total reward: 29.262
sample: 29, mc_sample: 500, total reward: 31.785
sample: 30, mc_sample: 500, total reward: 28.154
sample: 31, mc_sample: 500, total reward: 35.587
sample: 32, mc_sample: 500, total reward: 16.644
sample: 33, mc_sample: 500, total reward: 32.688
sample: 34, mc_sample: 500, total reward: 36.72
sample: 35, mc_sample: 500, total reward: 25.59
sample: 36, mc_sample: 500, total reward: 39.879
sample: 37, mc_sample: 500, total reward: 29.468
sample: 38, mc_sample: 500, total reward: 26.527
sample: 39, mc_sample: 500, total reward: 20.337
sample: 40, mc_sample: 500, total reward: 35.064
sample: 41, mc_sample: 500, total reward: 29.067
sample: 42, mc_sample: 500, total reward: 36.313
sample: 43, mc_sample: 500, total reward: 39.019
sample: 44, mc_sample: 500, total reward: 35.831
sample: 45, mc_sample: 500, total reward: 29.951
sample: 46, mc_sample: 500, total reward: 36.93
sample: 47, mc_sample: 500, total reward: 28.171
sample: 48, mc_sample: 500, total reward: 34.124
sample: 49, mc_sample: 500, total reward: 38.743
sample: 50, mc_sample: 500, total reward: 29.459
sample: 51, mc_sample: 500, total reward: 31.784
sample: 52, mc_sample: 500, total reward: 35.302
sample: 53, mc_sample: 500, total reward: 36.533
sample: 54, mc_sample: 500, total reward: 29.895
sample: 55, mc_sample: 500, total reward: 16.617
sample: 56, mc_sample: 500, total reward: 27.788
sample: 57, mc_sample: 500, total reward: 31.956
sample: 58, mc_sample: 500, total reward: 31.881
sample: 59, mc_sample: 500, total reward: 24.653
sample: 60, mc_sample: 500, total reward: 28.322
sample: 61, mc_sample: 500, total reward: 38.591
sample: 62, mc_sample: 500, total reward: 27.798
sample: 63, mc_sample: 500, total reward: 22.386
sample: 64, mc_sample: 500, total reward: 32.264
sample: 65, mc_sample: 500, total reward: 34.442
sample: 66, mc_sample: 500, total reward: 31.524
sample: 67, mc_sample: 500, total reward: 34.954
sample: 68, mc_sample: 500, total reward: 37.569
sample: 69, mc_sample: 500, total reward: 27.013
sample: 70, mc_sample: 500, total reward: 32.246
sample: 71, mc_sample: 500, total reward: 34.868
sample: 72, mc_sample: 500, total reward: 37.743
sample: 73, mc_sample: 500, total reward: 25.33
sample: 74, mc_sample: 500, total reward: 31.869
sample: 75, mc_sample: 500, total reward: 37.505
sample: 76, mc_sample: 500, total reward: 36.401
sample: 77, mc_sample: 500, total reward: 33.882
sample: 78, mc_sample: 500, total reward: 37.56
sample: 79, mc_sample: 500, total reward: 31.151
sample: 80, mc_sample: 500, total reward: 33.67
sample: 81, mc_sample: 500, total reward: 28.313
sample: 82, mc_sample: 500, total reward: 36.693
sample: 83, mc_sample: 500, total reward: 36.477
sample: 84, mc_sample: 500, total reward: 27.492
sample: 85, mc_sample: 500, total reward: 34.051
sample: 86, mc_sample: 500, total reward: 38.633
sample: 87, mc_sample: 500, total reward: 32.371
sample: 88, mc_sample: 500, total reward: 28.069
sample: 89, mc_sample: 500, total reward: 29.192
sample: 90, mc_sample: 500, total reward: 19.61
sample: 91, mc_sample: 500, total reward: 34.561
sample: 92, mc_sample: 500, total reward: 25.471
sample: 93, mc_sample: 500, total reward: 35.823
sample: 94, mc_sample: 500, total reward: 36.686
sample: 95, mc_sample: 500, total reward: 32.646
sample: 96, mc_sample: 500, total reward: 28.128
sample: 97, mc_sample: 500, total reward: 25.751
sample: 98, mc_sample: 500, total reward: 36.178
sample: 99, mc_sample: 500, total reward: 33.053
sample: 100, mc_sample: 500, total reward: 28.623
sample: 101, mc_sample: 500, total reward: 32.368
sample: 102, mc_sample: 500, total reward: 37.163
sample: 103, mc_sample: 500, total reward: 35.064
sample: 104, mc_sample: 500, total reward: 38.167
sample: 105, mc_sample: 500, total reward: 31.538
sample: 106, mc_sample: 500, total reward: 22.015
sample: 107, mc_sample: 500, total reward: 33.174
sample: 108, mc_sample: 500, total reward: 34.87
sample: 109, mc_sample: 500, total reward: 32.053
sample: 110, mc_sample: 500, total reward: 41.142
sample: 111, mc_sample: 500, total reward: 37.697
sample: 112, mc_sample: 500, total reward: 41.213
sample: 113, mc_sample: 500, total reward: 38.64
sample: 114, mc_sample: 500, total reward: 24.636
sample: 115, mc_sample: 500, total reward: 32.333
sample: 116, mc_sample: 500, total reward: 25.099
sample: 117, mc_sample: 500, total reward: 37.193
sample: 118, mc_sample: 500, total reward: 36.097
sample: 119, mc_sample: 500, total reward: 25.248
sample: 120, mc_sample: 500, total reward: 31.338
sample: 121, mc_sample: 500, total reward: 22.066
sample: 122, mc_sample: 500, total reward: 32.359
sample: 123, mc_sample: 500, total reward: 17.812
sample: 124, mc_sample: 500, total reward: 35.457
sample: 125, mc_sample: 500, total reward: 25.074
sample: 126, mc_sample: 500, total reward: 36.897
sample: 127, mc_sample: 500, total reward: 37.976
sample: 128, mc_sample: 500, total reward: 29.945
sample: 129, mc_sample: 500, total reward: 22.705
sample: 130, mc_sample: 500, total reward: 38.453
sample: 131, mc_sample: 500, total reward: 40.578
sample: 132, mc_sample: 500, total reward: 31.83
sample: 133, mc_sample: 500, total reward: 32.139
sample: 134, mc_sample: 500, total reward: 41.387
sample: 135, mc_sample: 500, total reward: 31.966
sample: 136, mc_sample: 500, total reward: 26.35
sample: 137, mc_sample: 500, total reward: 26.023
sample: 138, mc_sample: 500, total reward: 37.735
sample: 139, mc_sample: 500, total reward: 37.98
sample: 140, mc_sample: 500, total reward: 32.56
sample: 141, mc_sample: 500, total reward: 29.252
sample: 142, mc_sample: 500, total reward: 42.172
sample: 143, mc_sample: 500, total reward: 28.337
sample: 144, mc_sample: 500, total reward: 34.444
sample: 145, mc_sample: 500, total reward: 38.142
sample: 146, mc_sample: 500, total reward: 34.963
sample: 147, mc_sample: 500, total reward: 36.732
sample: 148, mc_sample: 500, total reward: 18.21
sample: 149, mc_sample: 500, total reward: 29.326
sample: 150, mc_sample: 500, total reward: 38.216
sample: 151, mc_sample: 500, total reward: 31.847
sample: 152, mc_sample: 500, total reward: 25.772
sample: 153, mc_sample: 500, total reward: 31.369
sample: 154, mc_sample: 500, total reward: 31.118
sample: 155, mc_sample: 500, total reward: 29.032
sample: 156, mc_sample: 500, total reward: 17.801
sample: 157, mc_sample: 500, total reward: 22.057
sample: 158, mc_sample: 500, total reward: 33.376
sample: 159, mc_sample: 500, total reward: 33.997
sample: 160, mc_sample: 500, total reward: 34.891
sample: 161, mc_sample: 500, total reward: 31.412
sample: 162, mc_sample: 500, total reward: 29.041
sample: 163, mc_sample: 500, total reward: 29.185
sample: 164, mc_sample: 500, total reward: 25.099
sample: 165, mc_sample: 500, total reward: 28.157
sample: 166, mc_sample: 500, total reward: 33.609
sample: 167, mc_sample: 500, total reward: 31.81
sample: 168, mc_sample: 500, total reward: 27.316
sample: 169, mc_sample: 500, total reward: 25.004
sample: 170, mc_sample: 500, total reward: 15.845
sample: 171, mc_sample: 500, total reward: 34.366
sample: 172, mc_sample: 500, total reward: 35.513
sample: 173, mc_sample: 500, total reward: 27.79
sample: 174, mc_sample: 500, total reward: 31.232
sample: 175, mc_sample: 500, total reward: 21.129
sample: 176, mc_sample: 500, total reward: 28.343
sample: 177, mc_sample: 500, total reward: 32.327
sample: 178, mc_sample: 500, total reward: 35.565
sample: 179, mc_sample: 500, total reward: 28.407
sample: 180, mc_sample: 500, total reward: 39.953
sample: 181, mc_sample: 500, total reward: 34.608
sample: 182, mc_sample: 500, total reward: 32.378
sample: 183, mc_sample: 500, total reward: 33.298
sample: 184, mc_sample: 500, total reward: 31.91
sample: 185, mc_sample: 500, total reward: 32.231
sample: 186, mc_sample: 500, total reward: 38.483
sample: 187, mc_sample: 500, total reward: 25.735
sample: 188, mc_sample: 500, total reward: 32.317
sample: 189, mc_sample: 500, total reward: 36.159
sample: 190, mc_sample: 500, total reward: 21.504
sample: 191, mc_sample: 500, total reward: 25.847
sample: 192, mc_sample: 500, total reward: 33.46
sample: 193, mc_sample: 500, total reward: 22.121
sample: 194, mc_sample: 500, total reward: 27.689
sample: 195, mc_sample: 500, total reward: 32.609
sample: 196, mc_sample: 500, total reward: 38.389
sample: 197, mc_sample: 500, total reward: 19.509
sample: 198, mc_sample: 500, total reward: 35.524
sample: 199, mc_sample: 500, total reward: 38.542
sample: 200, mc_sample: 500, total reward: 29.128
sample: 201, mc_sample: 500, total reward: 19.418
sample: 202, mc_sample: 500, total reward: 30.379
sample: 203, mc_sample: 500, total reward: 28.743
sample: 204, mc_sample: 500, total reward: 27.757
sample: 205, mc_sample: 500, total reward: 36.519
sample: 206, mc_sample: 500, total reward: 40.456
sample: 207, mc_sample: 500, total reward: 25.748
sample: 208, mc_sample: 500, total reward: 31.194
sample: 209, mc_sample: 500, total reward: 35.938
sample: 210, mc_sample: 500, total reward: 35.868
sample: 211, mc_sample: 500, total reward: 39.291
sample: 212, mc_sample: 500, total reward: 27.923
sample: 213, mc_sample: 500, total reward: 18.17
sample: 214, mc_sample: 500, total reward: 30.741
sample: 215, mc_sample: 500, total reward: 34.769
sample: 216, mc_sample: 500, total reward: 28.532
sample: 217, mc_sample: 500, total reward: 32.118
sample: 218, mc_sample: 500, total reward: 27.56
sample: 219, mc_sample: 500, total reward: 28.573
sample: 220, mc_sample: 500, total reward: 28.853
sample: 221, mc_sample: 500, total reward: 32.499
sample: 222, mc_sample: 500, total reward: 22.156
sample: 223, mc_sample: 500, total reward: 27.919
sample: 224, mc_sample: 500, total reward: 35.04
sample: 225, mc_sample: 500, total reward: 31.699
sample: 226, mc_sample: 500, total reward: 24.877
sample: 227, mc_sample: 500, total reward: 32.197
sample: 228, mc_sample: 500, total reward: 25.054
sample: 229, mc_sample: 500, total reward: 29.062
sample: 230, mc_sample: 500, total reward: 38.469
sample: 231, mc_sample: 500, total reward: 33.931
sample: 232, mc_sample: 500, total reward: 26.073
sample: 233, mc_sample: 500, total reward: 27.318
sample: 234, mc_sample: 500, total reward: 22.985
sample: 235, mc_sample: 500, total reward: 32.261
sample: 236, mc_sample: 500, total reward: 32.256
sample: 237, mc_sample: 500, total reward: 21.433
sample: 238, mc_sample: 500, total reward: 28.495
sample: 239, mc_sample: 500, total reward: 25.701
sample: 240, mc_sample: 500, total reward: 41.385
sample: 241, mc_sample: 500, total reward: 37.651
sample: 242, mc_sample: 500, total reward: 33.699
sample: 243, mc_sample: 500, total reward: 41.486
sample: 244, mc_sample: 500, total reward: 18.008
sample: 245, mc_sample: 500, total reward: 32.361
sample: 246, mc_sample: 500, total reward: 22.697
sample: 247, mc_sample: 500, total reward: 22.803
sample: 248, mc_sample: 500, total reward: 22.196
sample: 249, mc_sample: 500, total reward: 30.768
sample: 250, mc_sample: 500, total reward: 36.27
sample: 251, mc_sample: 500, total reward: 36.237
sample: 252, mc_sample: 500, total reward: 33.108
sample: 253, mc_sample: 500, total reward: 35.245
sample: 254, mc_sample: 500, total reward: 35.061
sample: 255, mc_sample: 500, total reward: 38.019
sample: 256, mc_sample: 500, total reward: 36.369
sample: 257, mc_sample: 500, total reward: 20.66
sample: 258, mc_sample: 500, total reward: 35.027
sample: 259, mc_sample: 500, total reward: 39.575
sample: 260, mc_sample: 500, total reward: 26.126
sample: 261, mc_sample: 500, total reward: 36.495
sample: 262, mc_sample: 500, total reward: 43.474
sample: 263, mc_sample: 500, total reward: 38.748
sample: 264, mc_sample: 500, total reward: 29.58
sample: 265, mc_sample: 500, total reward: 37.454
sample: 266, mc_sample: 500, total reward: 35.078
sample: 267, mc_sample: 500, total reward: 34.437
sample: 268, mc_sample: 500, total reward: 21.947
sample: 269, mc_sample: 500, total reward: 31.824
sample: 270, mc_sample: 500, total reward: 23.843
