sample: 0, mc_sample: 100, mean reward: 30.861, std reward: 3.788
sample: 1, mc_sample: 100, mean reward: 41.58, std reward: 3.844
sample: 2, mc_sample: 100, mean reward: 18.093, std reward: 3.223
sample: 3, mc_sample: 100, mean reward: 30.142, std reward: 3.817
sample: 4, mc_sample: 100, mean reward: 27.121, std reward: 3.177
sample: 5, mc_sample: 100, mean reward: 31.996, std reward: 4.075
sample: 6, mc_sample: 100, mean reward: 24.918, std reward: 4.364
sample: 7, mc_sample: 100, mean reward: 20.758, std reward: 2.863
sample: 8, mc_sample: 100, mean reward: 26.889, std reward: 3.773
sample: 9, mc_sample: 100, mean reward: 36.696, std reward: 4.666
sample: 10, mc_sample: 100, mean reward: 25.211, std reward: 3.852
sample: 11, mc_sample: 100, mean reward: 31.352, std reward: 3.817
sample: 12, mc_sample: 100, mean reward: 26.071, std reward: 3.912
sample: 13, mc_sample: 100, mean reward: 33.154, std reward: 4.435
sample: 14, mc_sample: 100, mean reward: 30.362, std reward: 3.51
sample: 15, mc_sample: 100, mean reward: 30.843, std reward: 3.535
sample: 16, mc_sample: 100, mean reward: 34.914, std reward: 3.956
sample: 17, mc_sample: 100, mean reward: 21.334, std reward: 3.071
sample: 18, mc_sample: 100, mean reward: 27.32, std reward: 3.498
sample: 19, mc_sample: 100, mean reward: 39.102, std reward: 4.628
sample: 20, mc_sample: 100, mean reward: 42.082, std reward: 4.489
sample: 21, mc_sample: 100, mean reward: 32.603, std reward: 4.239
sample: 22, mc_sample: 100, mean reward: 32.984, std reward: 3.826
sample: 23, mc_sample: 100, mean reward: 17.609, std reward: 2.553
sample: 24, mc_sample: 100, mean reward: 26.335, std reward: 3.587
sample: 25, mc_sample: 100, mean reward: 36.368, std reward: 4.281
sample: 26, mc_sample: 100, mean reward: 27.219, std reward: 2.874
sample: 27, mc_sample: 100, mean reward: 27.321, std reward: 3.176
sample: 28, mc_sample: 100, mean reward: 22.213, std reward: 3.278
sample: 29, mc_sample: 100, mean reward: 36.318, std reward: 4.308
sample: 30, mc_sample: 100, mean reward: 26.066, std reward: 2.9
sample: 31, mc_sample: 100, mean reward: 31.131, std reward: 3.555
sample: 32, mc_sample: 100, mean reward: 29.052, std reward: 4.35
sample: 33, mc_sample: 100, mean reward: 31.719, std reward: 3.761
sample: 34, mc_sample: 100, mean reward: 23.008, std reward: 3.065
sample: 35, mc_sample: 100, mean reward: 23.151, std reward: 3.407
sample: 36, mc_sample: 100, mean reward: 32.505, std reward: 3.931
sample: 37, mc_sample: 100, mean reward: 33.752, std reward: 3.597
sample: 38, mc_sample: 100, mean reward: 31.014, std reward: 3.524
sample: 39, mc_sample: 100, mean reward: 23.595, std reward: 3.053
sample: 40, mc_sample: 100, mean reward: 27.562, std reward: 3.744
